CRISNO,NAME,YEAR,HISTORY,ACTOR 1,ACTOR 2,A1 NUKES,A2 NUKES,A1 THREAT,A2 THREAT,A1 INTENSITY,A2 INTENSITY,KINETIC,# ACTORS,A1 DEMOCRACY,A2 DEMOCRACY,A1 AWARENESS,A2 AWARENESS,INDEPENDENCE,SALIENCE,A1 OUTCOME,A2 OUTCOME,COMPLEXITY,NOTES,,,,,,,,,,,,,,
425,INDIA/PAKISTAN NUCLEAR TESTS,1998,2,,,,,,,,,,,,,,,,,,,,"Other states, including Japan, had weaker sanctions.  See https://www.armscontrol.org/act/1998-05/news-briefs/india-conducts-nuclear-tests-pakistan-follows-suit#:~:text=The%20World%20Reacts,a%20long%20list%20of%20sanctions.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,S. AFRICA CROSS BORDER RAID,1986,,SAF,ZIM,,,,,,,1,4,0,1,1,1,0,1,WIN,LOSS,0,https://www.washingtonpost.com/archive/politics/1986/05/20/south-africa-strikes-across/40fa8355-5a36-4edd-bf0b-93bbea11894a/ | https://core.ac.uk/download/pdf/72839786.pdf,"The attacks were viewed as a blow to U.S. policy in southern Africa, which has attempted to reduce cross-border violence.",,,,,,,,,,,,,
365,S. AFRICA CROSS BORDER RAID,1986,,SAF,BOT,,,,,,,1,4,0,1,1,1,0,1,WIN,LOSS,0,https://www.washingtonpost.com/archive/politics/1986/05/20/south-africa-strikes-across/40fa8355-5a36-4edd-bf0b-93bbea11894a/ | https://core.ac.uk/download/pdf/72839786.pdf,,,,,,,,,,,,,,
365,S. AFRICA CROSS BORDER RAID,1986,,SAF,ZAM,,,,,,,1,4,0,0,1,1,0,1,WIN,LOSS,0,https://www.washingtonpost.com/archive/politics/1986/05/20/south-africa-strikes-across/40fa8355-5a36-4edd-bf0b-93bbea11894a/ | https://core.ac.uk/download/pdf/72839786.pdf,,,,,,,,,,,,,,
369,CONTRAS II,1986,,NIC,HON,,,,,,,1,3,0,0,1,1,0,1,NEUTRAL,NEUTRAL,0,https://www.latimes.com/archives/la-xpm-1986-12-08-mn-1866-story.html | https://www.washingtonpost.com/archive/politics/1986/12/08/honduras-sandinistas-bombed/5bd6af6d-564d-4b09-b52c-279965faedb2/,,,,,,,,,,,,,,
369,CONTRAS II,1986,,USA,NIC,,,,,,,1,3,0,0,1,1,0,1,NEUTRAL,NEUTRAL,0,https://www.latimes.com/archives/la-xpm-1986-12-08-mn-1866-story.html | https://www.washingtonpost.com/archive/politics/1986/12/08/honduras-sandinistas-bombed/5bd6af6d-564d-4b09-b52c-279965faedb2/,,,,,,,,,,,,,,
370,CHAD/LIBYA VIII,1986,,LIB,CHA,,,,,,,1,3,0,0,1,1,0,3,LOSS,WIN,0,"Pollack, Kenneth M. (2002). Arabs at War: Military Effectiveness, 1948–1991. University of Nebraska Press. ISBN 0-8032-3733-2. | Neville, Leigh (2018). Technicals: Non-Standard Tactical Vehicles from the Great Toyota War to modern Special Forces. Oxford, New York City: Osprey Publishing. ISBN 9781472822512.",referred to as great toyota war,,,,,,,,,,,,,
370,CHAD/LIBYA VIII,1986,,LIB,FRA,,,,,,,1,3,0,1,1,1,0,3,LOSS,WIN,0,"Pollack, Kenneth M. (2002). Arabs at War: Military Effectiveness, 1948–1991. University of Nebraska Press. ISBN 0-8032-3733-2. | Neville, Leigh (2018). Technicals: Non-Standard Tactical Vehicles from the Great Toyota War to modern Special Forces. Oxford, New York City: Osprey Publishing. ISBN 9781472822512.",referred to as great toyota war,,,,,,,,,,,,,
372,PUNJAB WAR SCARE II,1987,,PAK,IND,,,CONVENTIONAL,CONVENTIONAL,1,1,0,2,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,https://adst.org/2017/01/brass-tacks-india-pakistan-military-crises/,can also say india started it because it wrongfully thought pakistan army was where it wasn't,,,,,,,,,,,,,
371,SINO/VIETM BORDER,1987,,CHN,DRV,,,,,,,1,2,0,0,1,1,0,2,LOSS,WIN,0,"Brecher, Michael; Wilkenfield, Jonathan (2000). A Study of Crisis. University of Michigan Press. ISBN 0-472-10806-9.",,,,,,,,,,,,,,
375,SAND WALL,1987,,,,,,,,,,,,,,,,0,,,,1,"Should not be an event.  See, https://apps.dtic.mil/sti/tr/pdf/ADA196845.pdf",couldn't find anything...,,,,,,,,,,,,,
376,AEGEAN SEA III,1987,,GRC,TUR,,,CONVENTIONAL,CONVENTIONAL,2,2,0,2,1,0,1,1,0,1,NEUTRAL,NEUTRAL,0,"Greece opposes reported Turkish oil search in Aegean. UPI archives. UPI. March 26, 1987. |  ""GREEKS AND TURKS EASE AEGEAN CRISIS"". nytimes. March 29, 1987. |  ""GREECE AND TURKEY ALERT FORCES AS TENSION BUILDS ON OIL SEARCH"". nytimes. March 28, 1987. |  Cowell, Alan; Times, Special To the New York (March 29, 1987). ""Greeks and Turks Ease Aegean Crisis"" – via NYTimes.com.","Decently threatening conventional threats, as a war could have sparked, but I wouldn't code it higher because neither party actually wanted a war",,,,,,,,,,,,,
378,INDIA INT./SRI LANKA,1987,,SRI,IND,,,,,,,0,2,1,1,1,1,0,1,NEUTRAL,NEUTRAL,0,"https://www-s3-live.kent.edu/s3fs-root/s3fs-public/file/LH-Civil-Wars.pdf?VersionId=5WiCfYzdz8fFcAjJItZi_1XX6syLJQon#:~:text=The%20agreement%20itself%20was%20hammered,well%20as%20its%20own%20interests.",Not really a conflict,,,,,,,,,,,,,
379,MECCA PILGRIMAGE,1987,,IRN,SAU,,,,,,,1,2,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,"Kifner, John (2 August 1987). ""400 Die As Iranian Marchers Battle Saudi Police in Mecca; Embassies Smashed in Teheran – Gulf Tensions Rise – Angry Crowds Rampage at the Saudi, Kuwaiti and French Offices"". The New York Times. p. 1. Retrieved 29 June 2017. | Kramer, Martin S. (30 September 1996), ""Khomeini's Messengers in Mecca"", Arab Awakening and Islamic Revival, Transaction Publishers, ISBN 978-1560002727",,,,,,,,,,,,,,
380,S. AFRICA INTERVENTION IN ANGOLA,1987,,SAF,ANG,,,,,,,1,3,0,0,1,1,1,2,WIN,LOSS,0,"Shubin, Vladimir Gennadyevich (2008). The Hot ""Cold War"": The USSR in Southern Africa. London: Pluto Press. pp. 72, 92–112. ISBN 978-0-7453-2472-2. | http://www.rhodesia.nl/modhoop.htm","Part of a war, so could code independence as a 0",,,,,,,,,,,,,
380,S. AFRICA INTERVENTION IN ANGOLA,1987,,SAF,CUB,,,,,,,1,3,0,0,1,1,1,1,WIN,LOSS,0,"Shubin, Vladimir Gennadyevich (2008). The Hot ""Cold War"": The USSR in Southern Africa. London: Pluto Press. pp. 72, 92–112. ISBN 978-0-7453-2472-2. | http://www.rhodesia.nl/modhoop.htm",Could be classified as neutral for both countries but cuba's ally did lose,,,,,,,,,,,,,
381,THREE VILLAGE BDR. II,1987,,THI,LAO,,,,,,,1,2,1,0,1,1,0,2,NEUTRAL,NEUTRAL,0,"Major World Events - February 1988 (PDF). Stanford University. Archived from the original (PDF) on November 21, 2022.",Unclear who started the war,,,,,,,,,,,,,
382,KENYA/UGANDA BORDER,1987,,UGA,KEN,,,,,,,1,2,0,0,1,1,0,1,NEUTRAL,NEUTRAL,0,https://www.nytimes.com/1987/12/19/world/kenya-ousts-2-uganda-aides-as-gunfight-raises-tensions.html | https://www.washingtonpost.com/archive/politics/1987/12/19/kenya-expels-ugandas-ambassador/d0e1a7f3-617a-4589-b4fe-59063f56558e/ | https://www.washingtonpost.com/archive/politics/1987/12/29/presidents-end-dispute-in-e-africa/1f68962c-857f-476b-9192-276f8444d9c5/,,,,,,,,,,,,,,
383,CONTRAS III,1988,,NIC,HON,,,,CONVENTIONAL,,2,1,3,0,0,1,1,0,1,LOSS,WIN,0,"Kagan, Robert (March 1, 1996). Twilight Struggle: American Power and Nicaragua, 1977–1990 (1st ed.). Free Press. p. 585. ISBN 978-0028740577.",Salience could be 2? Threats are only strong because theyre made knowing the US would back it up,,,,,,,,,,,,,
383,CONTRAS III,1988,,USA,NIC,,,,,,,1,3,1,0,1,1,0,1,WIN,LOSS,0,"Miller, Marjorie (21 March 1988). ""1,000 Troops Ferried Close to Nicaragua : U.S. and Honduran Soldiers Deployed in Show of Muscle"". Los Angeles Times. Retrieved 2016-05-30.https://www.nytimes.com/1988/03/18/world/an-uneasy-border-honduran-nicaraguan-incidents.html | https://www.nytimes.com/1988/05/23/business/international-report-honduras-hurt-by-border-violence.html","Operation golden phesant, salience might be 2 depending on how is interpreted",,,,,,,,,,,,,
384,SPRATLY ISLANDS,1988,,DRV,CHN,,,,,,,1,2,0,0,1,1,1,1,LOSS,WIN,0,"Koo, Min Gyo (2010). Island Disputes and Maritime Regime Building in East Asia. The Political Economy of the Asia Pacific. New York, NY: Springer New York. p. 154. doi:10.1007/978-0-387-89670-0. ISBN 978-0-387-89669-4.","Johnson South Reef skirmish | Both sides say each other started it, and the official accounts are unclear. Coding made based on Koo Min Gyo, Assistant Professor in the Department of Public Administration at Yonsei University, Seoul, South Korea",,,,,,,,,,,,,
386,LIBYAN JETS,1988,,USA,LIB,,,,,,,1,2,1,0,1,1,1,1,WIN,LOSS,1,"Wilson, George C. ""Secretly Acquired MiGs Aided Navy Pilots In Libya Combat."" Archived 2017-08-13 at the Wayback Machine Washington Post, 13 January 1989. Retrieved: 8 August 2017. | Halloran, Richard. ""U.S. Says Tape Shows Missiles On a Libyan Jet."" Archived 2017-08-08 at the Wayback Machine The New York Times, 6 January 1989. Retrieved: 8 August 2017.","Could alternatively code that LIB started and that USA emposed economic sanctions if we think that the Pan american plane crash was caused by LIB. However, I believe they're two different events and the US just decided to shoot the two planes down. Furthermore, because of how criticized the US was, we could also code it as a L - L. |  | I am also uncertain about if the US really are the ones who started the conflic because they were trying to avoid the Libyan planes but the latter always came back into their direction...",,,,,,,,,,,,,
387,MAURITANIA/SENEGAL,1989,,SEN,MAA,,,,,,,1,4,0,1,1,1,1,2,NEUTRAL,NEUTRAL,0,"Hall, Michael R. (2011). Mauritania-Senegal Border War (1989-1991). In A. Mikaberidze (Ed.), Conflict and Conquest in the Islamic World: A Historical Encyclopedia (pp. 565-566). ABC-CLIO. | ""Communal Violence in Mauritania and Senegal 1989-1992"". Climate Diplomacy. Retrieved April 30, 2023.","unsure of who started it, seems like border guards from Mauritania shot first (although their government claimed it was farmers)",,,,,,,,,,,,,
387,MAURITANIA/SENEGAL,1989,,IRQ,SEN,,,,,,,0,4,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,"Parker, Ron (March 1991). ""The Senegal–Mauritania Conflict of 1989: a Fragile Equilibrium"". The Journal of Modern African Studies. 29 (1): 155–171. doi:10.1017/s0022278x00020784. ISSN 0022-278X. S2CID 154799500.",supplied Mauritania with a large quantity of weapons and over 30 military advisors,,,,,,,,,,,,,
387,MAURITANIA/SENEGAL,1989,,SYR,SEN,,,,,,,0,4,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,"Parker, Ron (March 1991). ""The Senegal–Mauritania Conflict of 1989: a Fragile Equilibrium"". The Journal of Modern African Studies. 29 (1): 155–171. doi:10.1017/s0022278x00020784. ISSN 0022-278X. S2CID 154799500.","supplied Mauritania with a radar system (..) ""These additions allowed Mauritania to significantly increase its military operations""",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Invasion of Laos II,1971,,DRV,LAO,,,CONVENTIONAL,,2,,0,4,0,0,1,1,0,3,NEUTRAL,NEUTRAL,1,"Laos wasn't really that involved in the war, they were just the grounds for where the war happened to be fought at",,,,,,,,,,,,,,
241,Invasion of Laos II,1971,,DRV,RVN,,,CONVENTIONAL,CONVENTIONAL,2,3,1,4,0,0,1,1,0,3,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
241,Invasion of Laos II,1971,,DRV,USA,,,CONVENTIONAL,CONVENTIONAL,2,3,1,4,0,1,1,1,0,3,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh Liberation War,1971,,BNG,PAK,,,CONVENTIONAL,CONVENTIONAL,4,4,1,5,0,0,1,1,1,5,WIN,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh Liberation War,1971,,IND,PAK,,,CONVENTIONAL,CONVENTIONAL,4,4,1,5,1,0,1,1,0,5,WIN,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh Liberation War,1971,,BNG,USA,,,,,,,0,5,0,1,1,1,0,1,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh Liberation War,1971,,IND,USA,,,,,,,0,5,1,1,1,1,0,1,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh Liberation War,1971,,RUS,PAK,,,,,,,0,5,0,0,1,1,0,1,WIN,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh Liberation War,1971,,RUS,USA,,,,,,,0,5,0,1,1,1,0,1,WIN,LOSS,0,,,,,,,,,,,,,,,
243,Chad/Libya I,1971,,LIB,CHA,,,OTHER,OTHER,1,1,0,2,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,There wasn't much conflict,,,,,,,,,,,,,,
245,Tanzania / Uganda I,1971,,TAZ,UGA,,,CONVENTIONAL,CONVENTIONAL,4,4,1,5,0,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
245,Tanzania / Uganda I,1971,,TAZ,LIB,,,CONVENTIONAL,CONVENTIONAL,2,2,1,5,0,0,1,1,0,2,WIN,LOSS,0,,,,,,,,,,,,,,,
245,Tanzania / Uganda I,1971,,TAZ,PAK,,,,,,,0,5,0,0,1,1,0,1,WIN,NEUTRAL,1,,,,,,,,,,,,,,,
245,Tanzania / Uganda I,1971,,ETH,UGA,,,,,,,0,5,0,0,1,1,0,1,WIN,NEUTRAL,1,,,,,,,,,,,,,,,
246,Vietnam Ports Mining,1972,,RVN,DRV,,,CONVENTIONAL,CONVENTIONAL,3,3,1,3,0,0,1,1,0,2,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
246,Vietnam Ports Mining,1972,,USA,DRV,,,CONVENTIONAL,,3,,1,3,1,0,1,1,0,2,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
247,Tanzania / Uganda II,1972,,TAZ,UGA,,,CONVENTIONAL,CONVENTIONAL,2,2,1,3,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
247,Tanzania / Uganda II,1972,,TAZ,LIB,,,,,,,0,3,0,0,1,1,1,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,YAR,YPR,,,CONVENTIONAL,CONVENTIONAL,4,4,1,11,0,0,1,1,0,4,NEUTRAL,NEUTRAL,1,"This conflict was part of the Yeminite War and tangentially related to the Cold War, which is why there were so many countries involved",,,,,,,,,,,,,,
248,North / South Yemen I,1972,,SAU,YPR,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,"US is not included in this conflict because although they supported North Yemen, they didn't provide direct military aid",,,,,,,,,,,,,,
248,North / South Yemen I,1972,,JOR,YPR,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,"There could have been an argument that there was more conflict and fighting involved in this war, but then it becomes a question of whether that fighting occurred during this war or extended into a different war in the larger Yeminite War",,,,,,,,,,,,,,
248,North / South Yemen I,1972,,IRN,YPR,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,YAR,RUS,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,YAR,CZE,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,YAR,GDR,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,SAU,RUS,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,JOR,RUS,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,IRN,RUS,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,SAU,CZE,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,JOR,CZE,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,IRN,CZE,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,SAU,GDR,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,JOR,GDR,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
248,North / South Yemen I,1972,,IRN,GDR,,,,,,,0,11,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,SUPPLIERS,,,,,,,,,,,,,,
249,Christmas Bombing,1972,,RVN,DRV,,,OTHER,,3,,0,3,0,0,1,0,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
249,Christmas Bombing,1972,,USA,DRV,,,CONVENTIONAL,,3,,1,3,1,0,1,0,0,2,WIN,LOSS,0,,,,,,,,,,,,,,,
254,Cod War I,1973,,UKG,ICE,,,CONVENTIONAL,CONVENTIONAL,1,1,0,3,1,1,1,1,1,1,LOSS,WIN,0,"Threats were conventional, but the motivation was economic",,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,EGY,,,NUCLEAR,CONVENTIONAL,5,5,1,12,1,0,0,1,0,5,NEUTRAL,NEUTRAL,1,https://en.wikipedia.org/wiki/Yom_Kippur_War,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,SYR,,,NUCLEAR,CONVENTIONAL,5,5,1,12,1,0,0,1,0,5,NEUTRAL,NEUTRAL,1,Israeli intelligence erroneously thought Egypt would not have enough power and also underestimated how fast the war would come,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,RUS,,,,,,,0,12,1,0,1,1,0,3,NEUTRAL,NEUTRAL,1,"Although they didn't directly fight against each other, the tension US and USSR grew",,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,RUS,,,,,,,0,12,1,0,1,1,0,3,NEUTRAL,NEUTRAL,1,"Although Russia didn't directly make military threats against Israel, it supplied Egypt and Syria with nuclear weapons in case Israel launched their own nuclear weapons",,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,EGY,,,,,,,0,12,1,0,0,1,0,3,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,SYR,,,,,,,0,12,1,0,0,1,0,3,NEUTRAL,NEUTRAL,1,The US intelligence also thought there wouldn't be any attacks coming soon in a report as late as October 4th,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,IRQ,,,CONVENTIONAL,CONVENTIONAL,3,3,1,12,1,0,1,1,0,3,NEUTRAL,NEUTRAL,1,"Iraq sent 30k troops and a ton of tanks, and Israel shot them down as they arrived",,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,IRQ,,,,,,,0,12,1,0,1,1,0,3,NEUTRAL,NEUTRAL,1,"Both were suppliers, didn't make military threats against each other",,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,JOR,,,CONVENTIONAL,CONVENTIONAL,3,3,1,12,1,0,1,1,0,3,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,JOR,,,,,,,0,12,1,0,1,1,0,2,NEUTRAL,NEUTRAL,1,"Both were suppliers, didn't make military threats against each other",,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,SAU,,,CONVENTIONAL,CONVENTIONAL,2,2,1,12,1,0,1,1,0,2,NEUTRAL,LOSS,1,Saudi Arabia acknowledged minor losses; they sent 3k troops,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,SAU,,,,,,,0,12,1,0,1,1,0,2,NEUTRAL,LOSS,1,"Both were suppliers, didn't make military threats against each other",,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,KUW,,,,,,,0,12,1,0,1,1,0,1,NEUTRAL,NEUTRAL,1,Kuwait sent supplies and troops to plan for a joint attack with Syria but they didn't end up doing anything,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,KUW,,,,,,,0,12,1,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,GDR,,,,,,,0,12,1,0,1,1,0,1,NEUTRAL,NEUTRAL,1,East Germany was a supplier,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,GDR,,,,,,,0,12,1,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,TUN,,,,,,,0,12,1,0,1,1,0,1,NEUTRAL,NEUTRAL,1,Tunisia sent troops,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,TUN,,,,,,,0,12,1,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,ISR,ALG,,,,CONVENTIONAL,,2,1,12,1,0,1,1,0,2,NEUTRAL,NEUTRAL,1,Algeria used the fighter jets it sent to Egypt and Syria to attack Israeli's forces,,,,,,,,,,,,,,
255,October-Yom Kippur War,1973,,USA,ALG,,,,,,,0,12,1,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
257,Cyprus III,1974,,TUR,CYP,,,CONVENTIONAL,,2,,1,3,0,0,1,1,0,3,WIN,LOSS,0,https://en.wikipedia.org/wiki/Turkish_invasion_of_Cyprus#Aftermath,,,,,,,,,,,,,,
257,Cyprus III,1974,,TUR,GRC,,,CONVENTIONAL,,2,,1,3,0,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
258,Final N. Vietnam Off.,1974,,RVN,DRV,,,CONVENTIONAL,CONVENTIONAL,4,4,1,9,0,0,1,1,0,4,LOSS,WIN,1,"https://en.wikipedia.org/wiki/1975_spring_offensive#:~:text=The%201975%20spring%20offensive%20(Vietnamese,capitulation%20of%20Republic%20of%20Vietnam.",,,,,,,,,,,,,,
258,Final N. Vietnam Off.,1974,,USA,DRV,,,,,,,0,9,1,0,1,1,0,2,LOSS,WIN,1,US and USSR were just suppliers,,,,,,,,,,,,,,
258,Final N. Vietnam Off.,1974,,RVN,RUS,,,,,,,0,9,0,0,1,1,0,2,LOSS,WIN,1,,,,,,,,,,,,,,,
258,Final N. Vietnam Off.,1974,,USA,RUS,,,,,,,0,9,1,0,1,1,0,2,LOSS,WIN,1,,,,,,,,,,,,,,,
258,Final N. Vietnam Off.,1974,,CAM,DRV,,,,,,,1,9,0,0,1,1,0,1,LOSS,WIN,1,Cambodia was very mildly involved,,,,,,,,,,,,,,
258,Final N. Vietnam Off.,1974,,CAM,RUS,,,,,,,0,9,0,0,1,1,0,1,LOSS,WIN,1,,,,,,,,,,,,,,,
259,Mayaguez,1975,,CAM,USA,,,CONVENTIONAL,CONVENTIONAL,1,1,1,2,0,1,1,1,1,1,LOSS,WIN,0,,,,,,,,,,,,,,,
260,War in Angola,1975,,SAF,RUS,,,CONVENTIONAL,CONVENTIONAL,3,2,1,5,0,0,1,1,1,3,LOSS,WIN,1,"This was a civil war in between two groups in Angola, so Angola was involved but then I'd have to say ANG vs ANG. Also, Soviet Union was mainly a supplier but involved themselves in an attack",,,,,,,,,,,,,,
260,War in Angola,1975,,DRC,RUS,,,CONVENTIONAL,CONVENTIONAL,3,2,1,5,0,0,1,1,1,3,LOSS,WIN,1,DRC was Zaire at the time,,,,,,,,,,,,,,
260,War in Angola,1975,,SAF,CUB,,,CONVENTIONAL,CONVENTIONAL,3,4,1,5,0,0,1,1,1,3,LOSS,WIN,1,South Africa transitioned to a democracy later on,,,,,,,,,,,,,,
260,War in Angola,1975,,DRC,CUB,,,CONVENTIONAL,CONVENTIONAL,3,4,1,5,0,0,1,1,1,3,LOSS,WIN,1,DRC was Zaire at the time,,,,,,,,,,,,,,
260,War in Angola,1975,,USA,RUS,,,,,,,0,5,1,0,1,1,1,3,LOSS,WIN,1,US was SUPPLIER,,,,,,,,,,,,,,
260,War in Angola,1975,,USA,CUB,,,,,,,0,5,1,0,1,1,1,3,LOSS,WIN,1,US was SUPPLIER,,,,,,,,,,,,,,
