"","crisno","year","crisname","history","crisis","victory1","prevail1","victory2","prevail2","nuclear_start_1","nuclear_start_2","ssbn_count_2024_1","ssbn_count_2024_2","ssbn_start_1","ssbn_start_2","hydrogen_start_1","hydrogen_start_2","sss_start_1","sss_start_2","coder","kinetic2","a1democracy","a2democracy","complexity","salience","independence","a2awareness","a1awareness","a2threat","a1threat"
"398",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,1,0,11,0,1,0,1,0,1,"ben yan",0,1,0,"1",3,"0",1,1,"",""
"399",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",3,"0",1,0,"",""
"400",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",3,"0",1,0,"",""
"401",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ben yan",1,1,0,"1",3,"0",1,1,"Conventional","Conventional"
"402",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",3,"0",1,1,"",""
"403",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ben yan",1,1,0,"1",3,"0",1,1,"Conventional","Conventional"
"404",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"aiden t",0,1,0,"1",2,"0",1,1,"",""
"405",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"aiden t",1,1,0,"1",2,"0",1,1,"Conventional","Conventional"
"406",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",2,"0",1,1,"",""
"407",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ben yan",0,1,0,"1",1,"0",1,1,"",""
"408",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"aiden t",0,1,0,"1",1,"0",1,1,"",""
"409",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"aiden t",0,1,0,"1",1,"0",1,1,"",""
"410",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"aiden t",0,1,0,"1",1,"0",1,1,"",""
"411",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"aiden t",0,1,0,"1",1,"0",1,1,"",""
"412",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"aiden t",0,1,0,"1",1,"0",1,1,"",""
"413",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"aiden t",1,1,0,"1",2,"0",1,1,"Conventional",""
"414",255,1973,"October-Yom Kippur War",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",1,"0",1,1,"",""
"415",257,1974,"Cyprus III",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"",3,"0",1,1,"","Conventional"
"416",257,1974,"Cyprus III",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"",3,"0",1,1,"","Conventional"
"417",257,1974,"Cyprus III",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"0",3,"0",1,1,"","Conventional"
"418",257,1974,"Cyprus III",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"0",3,"0",1,1,"","Conventional"
"419",258,1974,"Final N. Vietnam Off.",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"",4,"0",1,1,"",""
"420",258,1974,"Final N. Vietnam Off.",1,1,0,0,1,1,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"",2,"0",1,1,"",""
"421",258,1974,"Final N. Vietnam Off.",1,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"ben yan",0,0,0,"",2,"0",1,1,"",""
"422",258,1974,"Final N. Vietnam Off.",1,1,0,0,1,1,1,1,14,11,1,1,1,1,1,1,"ben yan",0,1,0,"",2,"0",1,1,"",""
"423",258,1974,"Final N. Vietnam Off.",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"",1,"0",1,1,"",""
"424",258,1974,"Final N. Vietnam Off.",1,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"ben yan",0,0,0,"",1,"0",1,1,"",""
"425",258,1974,"Final N. Vietnam Off.",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",4,"0",1,1,"Conventional","Conventional"
"426",258,1974,"Final N. Vietnam Off.",2,1,0,0,1,1,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",2,"0",1,1,"",""
"427",258,1974,"Final N. Vietnam Off.",2,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"ben yan",0,0,0,"1",2,"0",1,1,"",""
"428",258,1974,"Final N. Vietnam Off.",2,1,0,0,1,1,1,1,14,11,1,1,1,1,1,1,"ben yan",0,1,0,"1",2,"0",1,1,"",""
"429",258,1974,"Final N. Vietnam Off.",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",1,"0",1,1,"",""
"430",258,1974,"Final N. Vietnam Off.",2,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"ben yan",0,0,0,"1",1,"0",1,1,"",""
"431",259,1975,"Mayaguez",1,1,0,0,1,1,0,1,0,14,0,1,0,1,0,1,"ben yan",1,0,1,"",1,"1",1,1,"","Conventional"
"432",259,1975,"Mayaguez",2,1,0,0,1,1,0,1,0,14,0,1,0,1,0,1,"ben yan",1,0,1,"0",1,"1",1,1,"Conventional","Conventional"
"433",260,1975,"War in Angola",1,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"ben yan",1,0,0,"1",3,"1",1,1,"Conventional","Conventional"
"434",260,1975,"War in Angola",1,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"ben yan",1,0,0,"1",3,"1",1,1,"Conventional","Conventional"
"435",260,1975,"War in Angola",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",3,"1",1,1,"Conventional","Conventional"
"436",260,1975,"War in Angola",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",3,"1",1,1,"Conventional","Conventional"
"437",260,1975,"War in Angola",1,1,0,0,1,1,1,1,14,11,1,1,1,1,1,1,"ben yan",0,1,0,"1",3,"1",1,1,"",""
"438",260,1975,"War in Angola",1,1,0,0,1,1,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",3,"1",1,1,"",""
"439",261,1975,"Moroccan March",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",0,1,0,"0",1,"1",1,1,"",""
"440",261,1975,"Moroccan March",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",0,0,0,"0",1,"1",1,1,"",""
"441",261,1975,"Moroccan March",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",0,0,0,"0",1,"1",1,1,"",""
"442",261,1975,"Moroccan March",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"max",NA,NA,NA,"",NA,NA,NA,NA,"",""
"443",263,1975,"Cod War II",1,1,0,0,1,1,1,0,4,0,1,0,1,0,0,0,"ben yan",0,1,1,"0",1,"0",1,1,"Conventional","Conventional"
"444",267,1976,"Operation Thrasher",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",2,"1",1,1,"Conventional","Conventional"
"445",270,1976,"Entebbe Raid",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"ben yan",1,1,0,"0",3,"1",1,1,"Conventional","Conventional"
"446",270,1976,"Entebbe Raid",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,1,0,"0",1,"1",1,1,"Conventional",""
"447",272,1976,"Aegean Sea I",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",0,1,1,"0",1,"1",1,1,"",""
"448",274,1976,"Poplar Tree",1,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",1,1,0,"0",2,"0",1,1,"Conventional","Conventional"
"449",274,1976,"Poplar Tree",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"0",2,"0",1,1,"Conventional","Conventional"
"450",274,1976,"Poplar Tree",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"max",NA,NA,NA,"",NA,NA,NA,NA,"",""
"451",277,1977,"Shaba I",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",2,"1",1,1,"Conventional","Conventional"
"452",277,1977,"Shaba I",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",0,0,0,"1",2,"1",1,1,"",""
"453",277,1977,"Shaba I",1,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"1",2,"1",1,1,"",""
"454",277,1977,"Shaba I",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",0,1,0,"1",2,"1",1,1,"",""
"455",277,1977,"Shaba I",1,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,"ben yan",0,1,0,"1",2,"1",1,1,"",""
"456",281,1977,"Egypt/Libya Clashes",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"0",2,"1",1,1,"Conventional","Conventional"
"457",281,1977,"Egypt/Libya Clashes",1,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"ben yan",0,1,0,"0",2,"1",1,1,"",""
"458",281,1977,"Egypt/Libya Clashes",1,1,0,0,0,0,0,1,0,11,0,1,0,1,0,1,"ben yan",0,0,0,"0",2,"1",1,1,"",""
"459",281,1977,"Egypt/Libya Clashes",1,1,0,0,0,0,1,1,14,11,1,1,1,1,1,1,"ben yan",0,1,0,"0",2,"1",1,1,"",""
"460",282,1977,"Ogaden II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",4,"0",1,1,"Conventional","Conventional"
"461",282,1977,"Ogaden II",1,1,1,1,0,0,1,0,11,0,1,0,1,0,1,0,"ben yan",1,0,0,"1",4,"0",1,1,"Conventional","Conventional"
"462",282,1977,"Ogaden II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",4,"0",1,1,"Conventional","Conventional"
"463",282,1977,"Ogaden II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",0,0,0,"0",4,"0",1,1,"",""
"464",282,1977,"Ogaden II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",0,0,0,"0",4,"0",1,1,"",""
"465",282,1977,"Ogaden II",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"ben yan",0,1,0,"0",4,"0",1,1,"",""
"466",282,1977,"Ogaden II",1,1,1,1,0,0,1,1,0,6,0,0,0,1,0,0,"ben yan",0,1,0,"0",4,"0",1,1,"",""
"467",282,1977,"Ogaden II",1,1,1,1,0,0,0,1,0,6,0,0,0,1,0,0,"ben yan",0,0,0,"0",4,"0",1,1,"",""
"468",282,1977,"Ogaden II",1,1,1,1,0,0,0,1,0,6,0,0,0,1,0,0,"ben yan",0,0,0,"0",4,"0",1,1,"",""
"469",282,1977,"Ogaden II",1,1,1,1,0,0,0,1,0,6,0,0,0,1,0,0,"ben yan",0,0,0,"0",4,"0",1,1,"",""
"470",282,1977,"Ogaden II",1,1,1,1,0,0,1,1,11,6,1,0,1,1,1,0,"ben yan",0,0,0,"0",4,"0",1,1,"",""
"471",282,1977,"Ogaden II",1,1,1,1,0,0,0,1,0,6,0,0,0,1,0,0,"ben yan",0,0,0,"0",4,"0",1,1,"",""
"472",284,1977,"Vietnam Inv./Cambodia",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"0",3,"0",1,1,"Conventional","Conventional"
"473",284,1977,"Vietnam Inv./Cambodia",1,1,0,0,1,1,1,0,6,0,0,0,1,0,0,0,"ben yan",1,0,0,"0",3,"0",1,1,"Conventional","Conventional"
"474",284,1977,"Vietnam Inv./Cambodia",1,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"ben yan",0,0,0,"0",3,"0",1,1,"",""
"475",284,1977,"Vietnam Inv./Cambodia",1,1,0,0,1,1,1,1,6,11,0,1,1,1,0,1,"ben yan",0,0,0,"0",3,"0",1,1,"",""
"476",284,1977,"Vietnam Inv./Cambodia",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",0,0,0,"0",3,"0",1,1,"",""
"477",284,1977,"Vietnam Inv./Cambodia",1,1,0,0,1,1,1,0,6,0,0,0,1,0,0,0,"ben yan",0,0,0,"0",3,"0",1,1,"",""
"478",285,1977,"French Hostages Mauritania",1,1,1,1,0,0,1,0,4,0,0,0,1,0,0,0,"ben yan",1,1,0,"0",1,"1",1,1,"","Conventional"
"479",287,1977,"Beagle Channel 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",0,0,0,"0",1,"1",1,1,"",""
"480",287,1977,"Beagle Channel 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"max",0,0,0,"0",1,"1",1,1,"",""
"481",288,1978,"Chad/Libya II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"0",2,"0",1,1,"Conventional",""
"482",290,1978,"Chad/Libya III",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"0",2,"0",1,1,"Conventional",""
"483",290,1978,"Chad/Libya III",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,1,"0",2,"0",1,1,"Conventional",""
"484",291,1978,"Cassinga Incident",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",2,"1",1,1,"","Conventional"
"485",291,1978,"Cassinga Incident",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ben yan",1,0,0,"1",2,"1",1,1,"Conventional","Conventional"
"486",292,1978,"Shaba II",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",2,"1",1,0,"","conventional"
"487",292,1978,"Shaba II",1,1,1,1,0,0,1,0,4,0,0,0,1,0,0,0,"aiden t",1,0,0,"",1,"1",0,1,"",""
"488",292,1978,"Shaba II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",1,"1",0,1,"",""
"489",292,1978,"Shaba II",1,1,1,1,0,0,1,0,14,0,1,0,1,0,1,0,"aiden t",1,1,0,"",1,"1",0,1,"",""
"490",292,1978,"Shaba II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",1,"1",0,1,"",""
"491",293,1978,"Air Rhodesia Incident",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",3,"1",0,1,"","conventional"
"492",294,1978,"Nicaragua Civil War",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",3,"1",1,0,"","conventional"
"493",295,1978,"Beagle Channel II",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",0,"1",1,1,"",""
"494",296,1978,"Fall of Amin",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",2,"1",0,1,"","conventional"
"495",296,1978,"Fall of Amin",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",1,"1",0,1,"","conventional"
"496",296,1978,"Fall of Amin",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"aiden t",0,1,0,"",1,"1",0,1,"",""
"497",298,1978,"Sino-Vietnam War",1,1,0,1,1,1,1,0,6,0,0,0,1,0,0,0,"aiden t",1,0,0,"",2,"0",1,1,"conventional",""
"498",298,1978,"Sino-Vietnam War",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",2,"0",0,1,"","conventional"
"499",300,1978,"Raids on Zipra",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",3,"0",1,1,"conventional",""
"500",300,1978,"Raids on Zipra",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",3,"0",1,0,"conventional",""
"501",300,1978,"Raids on Zipra",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",0,0,"",""
"502",300,1978,"Raids on Zipra",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",0,0,"",""
"503",300,1978,"Raids on Zipra",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",0,0,"",""
"504",300,1978,"Raids on Zipra",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",0,0,"",""
"505",300,1978,"Raids on Zipra",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",0,0,"",""
"506",300,1978,"Raids on Zipra",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",0,0,"",""
"507",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,1,"",3,"0",0,1,"conventional",""
"508",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,0,1,0,11,0,1,0,1,0,1,"aiden t",1,0,0,"",2,"0",0,1,"conventional",""
"509",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",0,1,"",""
"510",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",1,"0",1,1,"",""
"511",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"aiden t",1,1,1,"",2,"0",0,0,"conventional",""
"512",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,1,1,14,11,1,1,1,1,1,1,"aiden t",0,1,0,"",1,"0",0,0,"",""
"513",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"aiden t",0,1,0,"",1,"0",0,0,"",""
"514",301,1979,"NORTH-SOUTH YEMEN II",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"aiden t",0,1,0,"",1,"0",0,0,"",""
"515",303,1979,"Afghanistan Invasion",1,1,1,1,0,0,1,1,14,11,1,1,1,1,1,1,"aiden t",1,1,0,"",3,"0",1,0,"conventional",""
"516",303,1979,"Afghanistan Invasion",1,1,0,1,0,0,0,1,0,11,0,1,0,1,0,1,"aiden t",1,0,0,"",3,"0",1,0,"conventional",""
"517",303,1979,"Afghanistan Invasion",1,1,1,1,0,0,0,1,0,11,0,1,0,1,0,1,"aiden t",1,0,0,"",3,"0",1,0,"conventional",""
"518",304,1979,"Chad-Libya IV",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",2,"0",1,0,"conventional",""
"519",304,1979,"Chad-Libya IV",1,1,0,1,0,1,1,0,4,0,0,0,1,0,0,0,"aiden t",1,0,0,"",2,"0",1,0,"conventional",""
"520",305,1979,"Goulimime-Tarfaya Road",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",2,"1",0,1,"","conventional"
"521",305,1979,"Goulimime-Tarfaya Road",1,1,0,1,0,1,1,0,11,0,1,0,1,0,1,0,"aiden t",0,0,0,"",1,"1",0,1,"",""
"522",307,1979,"Rhodesia Settlement",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",3,"0",1,0,"conventional",""
"523",307,1979,"Rhodesia Settlement",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",3,"0",1,0,"conventional",""
"524",307,1979,"Rhodesia Settlement",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"aiden t",1,0,0,"",3,"0",1,0,"conventional",""
"525",309,1979,"US Hostages in Iran",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"aiden t",0,0,0,"",0,"0",0,0,"",""
"526",310,1979,"Colombia-Nicaragua",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"aiden t",0,0,0,"",0,"0",0,0,"",""
"527",310,1979,"Colombia-Nicaragua",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"nicholar p",0,0,0,"",0,"0",0,0,"",""
"528",311,1980,"Raid on Gafsa",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",1,0,0,"",1,"0",1,0,"",""
"529",311,1980,"Raid on Gafsa",1,1,0,1,0,1,1,0,4,0,0,0,1,0,0,0,"nicholar p",0,0,0,"",1,"0",0,0,"",""
"530",311,1980,"Raid on Gafsa",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"",1,"0",0,0,"",""
"531",311,1980,"Raid on Gafsa",1,1,0,1,0,1,1,0,4,0,0,0,1,0,0,0,"nicholar p",0,0,0,"",1,"0",0,0,"",""
"532",311,1980,"Raid on Gafsa",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"nicholar p",0,0,0,"",1,"0",0,0,"",""
"533",311,1980,"Raid on Gafsa",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"",1,"0",0,0,"",""
"534",314,1980,"Libya Threat-Sadat",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"",1,"0",1,0,"",""
"535",315,1980,"Solidarity ",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"",2,"0",0,1,"conventional",""
"536",315,1980,"Solidarity ",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,1,"",2,"0",0,1,"conventional",""
"537",315,1980,"Solidarity ",1,1,0,1,0,1,1,0,11,0,1,0,1,0,1,0,"nicholar p",0,0,1,"",2,"0",0,1,"conventional",""
"538",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",1,0,0,"1",4,"1",1,1,"NONE","CONVENTIONAL"
"539",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,1,0,14,0,1,0,1,0,1,"nicholar p",0,0,1,"0",1,"1",1,1,"NONE","NONE"
"540",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"541",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,1,0,4,0,1,0,1,0,0,"nicholar p",0,0,1,"0",1,"1",1,1,"NONE","NONE"
"542",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,1,0,11,0,1,0,1,0,1,"nicholar p",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"543",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,1,0,4,0,0,0,1,0,0,"nicholar p",0,0,1,"0",1,"1",1,1,"NONE","NONE"
"544",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"545",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",1,0,0,"0",1,"1",1,1,"NONE","NONE"
"546",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"547",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"548",317,1980,"ONSET IRAN/IRAQ WAR",1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"nicholar p",0,0,1,"1",1,"1",1,1,"NONE","NONE"
"549",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sam borreman",1,0,0,"0",4,"1",1,1,"NONE","CONVENTIONAL"
"550",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,1,0,14,0,1,0,1,0,1,0,"sam borreman",0,0,1,"0",1,"1",1,1,"NONE","NONE"
"551",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,1,0,4,0,1,0,1,0,0,0,"sam borreman",0,0,1,"0",1,"1",1,1,"NONE","NONE"
"552",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,1,0,11,0,1,0,1,0,1,0,"sam borreman",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"553",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sam borreman",0,0,1,"0",1,"1",1,1,"NONE","NONE"
"554",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sam borreman",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"555",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sam borreman",1,0,0,"0",1,"1",1,1,"NONE","NONE"
"556",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sam borreman",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"557",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sam borreman",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"558",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"sam borreman",0,1,0,"0",1,"1",1,1,"NONE","NONE"
"559",317,1980,"ONSET IRAN/IRAQ WAR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sam borreman",0,0,0,"0",1,"1",1,1,"NONE","NONE"
"560",317,1980,"ONSET IRAN/IRAQ WAR",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sam borreman",1,0,0,"1",4,"1",1,1,"NONE","CONVENTIONAL"
"561",317,1980,"ONSET IRAN/IRAQ WAR",4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"sam borreman",0,0,1,"1",1,"1",1,1,"NONE","NONE"
"562",320,1980,"E. AFRICA CONFRONT.",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"1",1,"1",1,1,"NONE","NONE"
"563",320,1980,"E. AFRICA CONFRONT.",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"nicholar p",0,0,0,"1",1,"0",1,1,"NONE","NONE"
